project_id,project_type,location,sqft,floors,num_units,planned_duration_weeks,actual_duration_weeks,schedule_delay_pct,estimated_cost_cad,actual_cost_cad,cost_overrun_pct,contractor_rating,complexity_score,team_experience_years,num_change_orders,weather_risk_factor,material_volatility,num_subcontractors,budget_pressure,risk_score,risk_score_original,on_budget,on_schedule,data_source
SYN_00048,commercial_office,Ottawa,453704.0,39,0,2744.9,3209.5,16.93,131312694.43,156650644.2,19.3,4.5,9,9.1,16,0.45,0.58,64,0.51,64.0,53.4,False,False,synthetic_industry_based
SYN_00049,industrial_warehouse,Toronto,26431.0,1,0,74.2,66.8,-10.0,4449403.44,4453368.6,0.09,3.3,3,10.0,3,0.42,0.4,3,0.71,39.6,43.1,True,True,synthetic_industry_based
SYN_00050,residential_single_family,Montreal,3945.0,2,3,54.4,55.4,1.89,651350.9,609609.28,-6.41,4.4,3,12.1,0,0.49,0.22,3,0.72,33.3,43.5,True,True,synthetic_industry_based
SYN_00051,residential_single_family,Halifax,3122.0,1,3,46.4,58.9,26.85,670993.98,687461.16,2.45,3.7,3,8.0,0,0.3,0.23,3,0.63,38.0,40.5,True,False,synthetic_industry_based
SYN_00052,healthcare_hospital,Winnipeg,166670.0,6,0,1074.3,1139.2,6.04,149403187.31,150228690.9,0.55,4.1,8,11.5,3,0.59,0.67,28,0.0,57.2,30.4,True,False,synthetic_industry_based
SYN_00053,commercial_retail,Calgary,41021.0,1,0,354.4,325.3,-8.23,12119500.34,15403753.67,27.1,4.1,3,9.9,7,0.43,0.39,4,0.5,39.3,60.4,False,True,synthetic_industry_based
SYN_00054,residential_multi_family,Edmonton,51818.0,19,51,224.6,208.6,-7.12,17385066.15,15926581.77,-8.39,5.0,5,18.9,0,0.54,0.66,4,0.43,32.4,15.7,True,True,synthetic_industry_based
SYN_00055,education_school,Toronto,26579.0,2,0,146.5,131.9,-10.0,14020606.8,13699953.68,-2.29,4.7,4,12.7,2,0.35,0.48,3,0.1,29.0,15.6,True,True,synthetic_industry_based
SYN_00056,education_school,Winnipeg,155584.0,2,0,885.1,796.6,-10.0,52139314.62,65768485.0,26.14,3.9,6,14.5,7,0.65,0.38,15,0.43,48.2,28.8,False,True,synthetic_industry_based
SYN_00057,residential_multi_family,Ottawa,43923.0,2,43,261.5,352.9,34.94,13770280.41,11778565.87,-14.46,3.7,3,8.5,0,0.45,0.6,7,0.47,44.8,45.1,True,False,synthetic_industry_based
SYN_00058,residential_multi_family,Vancouver,78981.0,13,78,383.7,373.9,-2.56,34293875.48,39265533.65,14.5,4.3,5,9.4,7,0.44,0.62,6,0.26,43.3,39.5,False,True,synthetic_industry_based
SYN_00059,residential_multi_family,Calgary,107367.0,10,107,607.2,734.7,21.0,34378829.79,45710356.42,32.96,4.5,6,8.3,13,0.52,0.39,11,0.45,48.8,53.0,False,False,synthetic_industry_based
SYN_00060,residential_multi_family,Toronto,86997.0,7,86,386.0,471.1,22.05,36176724.55,49656473.47,37.26,3.3,5,7.0,13,0.43,0.38,5,0.29,43.2,37.5,False,False,synthetic_industry_based
SYN_00061,residential_multi_family,Saskatoon,90187.0,3,90,542.7,543.2,0.1,20494463.15,28357298.89,38.37,3.7,5,8.6,12,0.51,0.44,11,0.61,52.8,49.8,False,True,synthetic_industry_based
SYN_00062,residential_multi_family,Halifax,187998.0,6,187,872.9,895.9,2.64,54546535.01,73680342.47,35.08,3.7,6,11.5,16,0.34,0.36,17,0.51,45.8,49.9,False,True,synthetic_industry_based
SYN_00063,residential_multi_family,Halifax,92617.0,8,92,359.5,386.5,7.51,20447429.02,18622994.97,-8.92,3.3,5,11.5,0,0.3,0.42,9,0.62,44.3,41.8,True,False,synthetic_industry_based
SYN_00064,commercial_retail,Toronto,66561.0,2,0,620.2,692.4,11.65,18227423.65,22782727.16,24.99,3.9,5,5.5,10,0.32,0.46,5,0.53,44.2,39.8,False,False,synthetic_industry_based
SYN_00065,residential_single_family,Halifax,4890.0,1,4,73.6,89.5,21.55,1463426.89,1331669.56,-9.0,4.6,3,11.6,0,0.25,0.35,3,0.49,28.0,56.6,True,False,synthetic_industry_based
SYN_00066,commercial_office,Saskatoon,363760.0,44,0,1922.6,2251.5,17.11,131595130.86,142016313.4,7.92,4.3,9,8.3,10,0.45,0.66,51,0.38,63.6,22.7,False,False,synthetic_industry_based
SYN_00067,residential_single_family,Toronto,2727.0,1,2,37.2,45.2,21.32,781403.59,770505.47,-1.39,4.4,3,8.6,0,0.35,0.29,3,0.51,34.4,43.4,True,False,synthetic_industry_based
SYN_00068,education_school,Vancouver,62049.0,1,0,424.4,384.4,-9.43,26357638.02,32182225.22,22.1,4.0,5,12.3,12,0.36,0.45,7,0.28,38.3,42.8,False,True,synthetic_industry_based
SYN_00069,commercial_office,Vancouver,87682.0,4,0,532.5,555.3,4.29,33448806.17,34653678.36,3.6,3.9,6,12.7,3,0.44,0.52,9,0.35,44.2,47.6,True,True,synthetic_industry_based
SYN_00070,commercial_retail,Winnipeg,88611.0,1,0,586.9,741.9,26.4,19540558.87,22276019.02,14.0,3.7,5,6.4,5,0.63,0.56,7,0.62,52.4,51.8,False,False,synthetic_industry_based
SYN_00071,commercial_office,Ottawa,50286.0,41,0,183.7,189.9,3.42,18119058.41,18675539.46,3.07,5.0,7,11.4,2,0.33,0.61,7,0.39,42.2,5.7,True,True,synthetic_industry_based
SYN_00072,residential_multi_family,Ottawa,19269.0,19,19,86.4,92.5,7.08,4457167.33,5313936.01,19.22,3.8,4,5.5,5,0.37,0.24,3,0.61,42.0,14.9,False,False,synthetic_industry_based
SYN_00073,education_school,Toronto,178153.0,3,0,813.5,1116.9,37.3,95882409.67,130536352.33,36.14,4.8,6,6.8,14,0.33,0.39,17,0.08,41.2,57.7,False,False,synthetic_industry_based
SYN_00074,renovation_commercial,Victoria,7778.0,7,0,46.1,50.1,8.67,774501.42,718645.58,-7.21,2.6,4,8.9,4,0.22,0.46,5,0.83,53.8,5.0,True,False,synthetic_industry_based
SYN_00075,commercial_office,Halifax,133603.0,24,0,418.6,500.7,19.6,60927911.35,76469562.23,25.51,4.7,7,11.8,9,0.41,0.67,16,0.22,45.3,42.8,False,False,synthetic_industry_based
SYN_00076,residential_multi_family,Toronto,156487.0,18,156,760.5,1002.8,31.87,56060078.21,72561751.07,29.44,4.3,6,7.7,12,0.35,0.54,8,0.39,45.6,39.5,False,False,synthetic_industry_based
SYN_00077,residential_multi_family,Calgary,57977.0,3,57,451.8,537.6,18.99,16190021.3,19590534.19,21.0,3.4,4,7.1,7,0.46,0.54,4,0.52,46.2,20.9,False,False,synthetic_industry_based
SYN_00078,residential_single_family,Ottawa,4656.0,1,4,57.7,55.9,-3.12,1302473.24,1243095.81,-4.56,4.2,3,14.1,0,0.47,0.18,3,0.52,30.5,13.2,True,True,synthetic_industry_based
SYN_00079,education_school,Halifax,48664.0,1,0,300.2,372.8,24.18,22326285.54,26827075.97,20.16,2.5,4,8.4,8,0.41,0.65,3,0.22,46.9,55.2,False,False,synthetic_industry_based
SYN_00080,commercial_office,Montreal,218001.0,38,0,712.5,667.5,-6.31,68960144.6,73716905.28,6.9,4.5,9,7.4,6,0.33,0.61,33,0.46,62.3,28.7,False,True,synthetic_industry_based
SYN_00081,industrial_warehouse,Victoria,431460.0,1,0,580.2,622.4,7.26,80860894.37,83720405.29,3.54,4.6,6,13.6,11,0.29,0.58,27,0.68,50.5,26.9,True,False,synthetic_industry_based
SYN_00082,commercial_office,Vancouver,166598.0,2,0,945.0,904.2,-4.33,76805658.48,89678963.71,16.76,5.0,6,9.9,10,0.34,0.8,21,0.21,52.6,26.4,False,True,synthetic_industry_based
SYN_00083,residential_single_family,Calgary,4606.0,1,4,44.1,52.0,17.81,1678900.87,1847417.8,10.04,3.2,3,6.8,5,0.41,0.31,3,0.38,38.1,28.0,False,False,synthetic_industry_based
SYN_00084,residential_single_family,Saskatoon,2867.0,2,2,32.8,32.0,-2.48,484324.9,440965.38,-8.95,3.8,3,18.6,0,0.36,0.18,3,0.71,28.8,9.4,True,True,synthetic_industry_based
SYN_00085,residential_single_family,Edmonton,3933.0,2,3,52.6,59.2,12.51,928021.52,1272833.1,37.16,3.2,3,3.4,13,0.5,0.05,6,0.6,46.7,56.6,False,False,synthetic_industry_based
SYN_00086,commercial_retail,Montreal,51475.0,2,0,351.1,426.4,21.47,14529768.37,17221417.99,18.53,4.0,4,4.8,8,0.37,0.5,9,0.52,49.5,32.1,False,False,synthetic_industry_based
SYN_00087,residential_single_family,Vancouver,3600.0,1,3,55.3,59.2,7.12,935224.21,933891.23,-0.14,4.1,3,6.4,0,0.3,0.33,3,0.56,36.3,35.5,True,False,synthetic_industry_based
SYN_00088,residential_multi_family,Halifax,120089.0,3,120,686.4,786.8,14.62,27152226.14,23079392.22,-15.0,4.1,5,10.0,1,0.39,0.44,6,0.61,42.0,5.2,True,False,synthetic_industry_based
SYN_00089,residential_single_family,Saskatoon,2905.0,2,2,36.6,51.0,39.25,837899.05,906593.53,8.2,3.8,3,11.0,0,0.5,0.31,3,0.51,33.6,45.3,False,False,synthetic_industry_based
SYN_00090,education_school,Edmonton,57051.0,1,0,430.9,417.2,-3.17,16836451.6,15995777.27,-4.99,4.2,5,8.6,2,0.45,0.54,11,0.5,50.6,6.0,True,True,synthetic_industry_based
SYN_00091,residential_single_family,Saskatoon,2710.0,2,2,23.0,33.6,46.01,899897.02,764912.47,-15.0,4.4,3,10.7,1,0.36,0.4,3,0.43,29.4,37.4,True,False,synthetic_industry_based
SYN_00092,residential_single_family,Montreal,3878.0,2,3,41.8,42.6,1.79,1131924.88,1146450.04,1.28,3.8,3,13.8,3,0.47,0.28,3,0.5,32.8,8.1,True,True,synthetic_industry_based
SYN_00093,industrial_warehouse,Halifax,399800.0,1,0,980.3,1048.9,7.0,73655128.78,72314937.93,-1.82,4.2,6,12.0,7,0.25,0.5,26,0.69,51.1,53.3,True,False,synthetic_industry_based
SYN_00094,residential_multi_family,Victoria,27192.0,10,27,155.3,163.7,5.4,7134780.85,8953214.24,25.49,3.3,4,9.0,9,0.34,0.38,5,0.55,44.2,42.0,False,False,synthetic_industry_based
SYN_00095,residential_single_family,Toronto,2593.0,1,2,31.9,32.4,1.68,780536.87,821831.38,5.29,3.1,3,13.1,3,0.38,0.3,3,0.49,34.8,15.9,False,True,synthetic_industry_based
SYN_00096,commercial_office,Calgary,273470.0,8,0,1149.9,1134.1,-1.38,109315973.78,92918577.71,-15.0,4.8,8,19.0,3,0.41,0.6,46,0.32,47.7,15.5,True,True,synthetic_industry_based
SYN_00097,renovation_commercial,Ottawa,23599.0,7,0,69.0,72.9,5.59,5815965.61,5771027.15,-0.77,4.0,4,8.6,0,0.35,0.25,3,0.58,43.7,36.2,True,False,synthetic_industry_based
SYN_00098,residential_multi_family,Calgary,120377.0,11,120,714.6,643.9,-9.9,39974316.13,41484125.63,3.78,5.0,6,16.4,2,0.35,0.45,13,0.43,35.4,8.6,True,True,synthetic_industry_based
SYN_00099,residential_single_family,Halifax,4859.0,2,4,76.7,80.4,4.82,906662.74,1168735.97,28.91,3.7,3,8.7,9,0.3,0.32,3,0.68,39.6,5.1,False,True,synthetic_industry_based
SYN_00100,residential_multi_family,Saskatoon,181004.0,17,181,832.4,798.6,-4.07,51180384.2,55747320.97,8.92,3.9,6,8.5,4,0.38,0.42,19,0.52,51.2,43.2,False,True,synthetic_industry_based
SYN_00101,education_school,Winnipeg,116364.0,2,0,661.3,599.2,-9.38,30993061.61,38904689.32,25.53,4.1,6,13.2,9,0.57,0.45,12,0.55,49.0,47.1,False,True,synthetic_industry_based
SYN_00102,industrial_warehouse,Toronto,17752.0,1,0,52.5,49.1,-6.39,2630769.83,3332788.6,26.68,3.6,3,10.6,11,0.28,0.48,3,0.75,38.4,44.1,False,True,synthetic_industry_based
SYN_00103,residential_single_family,Victoria,3545.0,1,3,34.7,44.1,26.92,1012285.97,1133156.47,11.94,3.1,3,3.4,3,0.26,0.39,3,0.51,44.8,19.8,False,False,synthetic_industry_based
SYN_00104,residential_single_family,Vancouver,2579.0,1,2,33.1,39.4,18.95,902031.93,925672.11,2.62,3.8,3,8.3,1,0.37,0.2,4,0.4,34.5,47.2,True,False,synthetic_industry_based
SYN_00105,industrial_warehouse,Toronto,157418.0,1,0,350.3,380.4,8.61,37043229.58,46533480.24,25.62,4.2,4,8.9,10,0.31,0.59,16,0.6,47.2,28.0,False,False,synthetic_industry_based
SYN_00106,industrial_warehouse,Toronto,308158.0,1,0,521.2,530.9,1.87,50028868.98,48164467.93,-3.73,5.0,6,15.0,4,0.26,0.56,21,0.72,44.0,17.1,True,True,synthetic_industry_based
SYN_00107,residential_multi_family,Winnipeg,189054.0,19,189,1304.5,1699.0,30.24,54042196.43,58457808.62,8.17,4.4,6,8.4,7,0.46,0.49,17,0.51,50.6,53.6,False,False,synthetic_industry_based
SYN_00108,residential_single_family,Winnipeg,2358.0,1,2,21.3,26.9,26.17,510334.74,616007.23,20.71,3.6,3,6.0,7,0.46,0.23,3,0.63,40.0,61.1,False,False,synthetic_industry_based
SYN_00109,commercial_office,Edmonton,415520.0,3,0,2235.8,2107.6,-5.74,227386762.16,244449737.61,7.5,4.3,7,14.7,12,0.55,0.57,63,0.07,50.0,15.1,False,True,synthetic_industry_based
SYN_00110,residential_single_family,Edmonton,1201.0,1,1,17.1,18.7,9.59,335298.97,403627.43,20.38,2.5,3,10.6,9,0.46,0.32,3,0.52,38.6,58.6,False,False,synthetic_industry_based
SYN_00111,residential_single_family,Calgary,1876.0,2,1,24.6,36.2,46.8,362694.77,454658.06,25.36,3.5,3,3.7,7,0.51,0.22,3,0.67,46.4,54.3,False,False,synthetic_industry_based
SYN_00112,residential_multi_family,Calgary,79874.0,15,79,396.8,415.6,4.73,20892209.98,19996263.19,-4.29,4.5,5,8.7,3,0.44,0.61,11,0.55,49.8,5.4,True,True,synthetic_industry_based
SYN_00113,healthcare_hospital,Ottawa,238913.0,6,0,1249.1,1482.3,18.67,221239133.88,236661798.97,6.97,5.0,9,6.3,4,0.39,0.79,35,0.0,59.8,45.0,False,False,synthetic_industry_based
SYN_00114,residential_multi_family,Edmonton,84555.0,11,84,607.2,625.3,2.97,33061676.31,33391069.38,1.0,4.4,6,10.9,6,0.5,0.5,4,0.33,38.4,6.5,True,True,synthetic_industry_based
SYN_00115,commercial_retail,Edmonton,64394.0,1,0,410.1,490.8,19.66,19116722.96,22616284.12,18.31,3.7,4,11.1,5,0.54,0.61,3,0.49,41.1,24.8,False,False,synthetic_industry_based
SYN_00116,renovation_commercial,Ottawa,41822.0,4,0,237.3,258.4,8.9,6548357.28,6536394.23,-0.18,3.9,3,14.3,2,0.35,0.46,3,0.73,41.4,43.2,True,False,synthetic_industry_based
SYN_00117,industrial_warehouse,Victoria,488236.0,1,0,574.6,693.8,20.75,84899364.07,85806501.22,1.07,3.8,6,9.5,7,0.17,0.43,31,0.7,56.3,36.9,True,False,synthetic_industry_based
SYN_00118,infrastructure_bridge,Vancouver,815.0,0,0,27.4,29.4,7.28,3520673.96,3854104.75,9.47,4.1,5,8.0,2,0.36,0.41,3,0.0,40.3,43.8,False,False,synthetic_industry_based
SYN_00119,commercial_retail,Winnipeg,88168.0,2,0,506.1,596.8,17.92,24886158.95,28706781.66,15.35,3.9,5,9.2,9,0.52,0.66,11,0.52,53.0,21.8,False,False,synthetic_industry_based
SYN_00120,residential_multi_family,Vancouver,30509.0,16,30,222.0,257.4,15.96,8413420.38,8413280.94,-0.0,4.6,4,14.4,0,0.34,0.7,8,0.53,39.0,50.2,True,False,synthetic_industry_based
SYN_00121,commercial_retail,Ottawa,17687.0,2,0,139.3,149.0,6.95,4086576.34,3910106.36,-4.32,3.4,3,9.1,4,0.43,0.43,3,0.61,44.2,7.0,True,False,synthetic_industry_based
SYN_00122,commercial_retail,Vancouver,36828.0,1,0,243.8,297.0,21.82,9892447.32,12583714.26,27.21,4.2,3,8.3,9,0.35,0.59,4,0.54,40.7,44.7,False,False,synthetic_industry_based
SYN_00123,residential_multi_family,Halifax,105390.0,5,105,599.4,602.6,0.54,29129373.98,36436446.28,25.08,3.6,5,7.8,12,0.37,0.53,8,0.53,48.6,28.3,False,True,synthetic_industry_based
SYN_00124,commercial_office,Calgary,37103.0,16,0,181.4,185.6,2.29,12322412.92,16202832.34,31.49,4.4,5,6.2,12,0.46,0.69,5,0.43,46.4,43.5,False,True,synthetic_industry_based
SYN_00125,commercial_office,Montreal,65576.0,49,0,192.9,180.7,-6.29,23745020.92,26547708.04,11.8,5.0,7,11.6,6,0.45,0.59,5,0.38,41.1,19.7,False,True,synthetic_industry_based
SYN_00126,residential_multi_family,Winnipeg,118656.0,17,118,646.3,712.6,10.26,28634127.29,33170640.32,15.84,3.8,6,12.9,4,0.59,0.58,8,0.59,48.4,31.7,False,False,synthetic_industry_based
SYN_00127,residential_multi_family,Calgary,81614.0,6,81,415.4,394.6,-4.99,25334850.45,26153644.73,3.23,3.9,5,15.1,1,0.46,0.39,10,0.47,36.0,23.1,True,True,synthetic_industry_based
SYN_00128,residential_single_family,Saskatoon,2272.0,2,2,26.4,31.0,17.27,463889.72,478018.11,3.05,3.9,3,8.8,3,0.49,0.28,3,0.65,39.8,34.4,True,False,synthetic_industry_based
